GOR_CODE,GOR_NAME,CTY_CODE,CTY_NAME,LA_CODE,LA_NAME,MSOA_CODE,MSOA_NAME,LSOA_CODE,LSOA_NAME,OA_CODE,OA_NAME,AREA_METADATA,DATA_VALUE All,DATA_VALUE NoC,DATA_VALUE 1,DATA_VALUE 2,DATA_VALUE 3,DATA_VALUE 4
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008917,Birmingham 102A,00CNFC0010,00CNFC0010,,136,22,41,48,22,3
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008923,Birmingham 102B,00CNFC0011,00CNFC0011,,129,17,44,44,19,5
F,West Midlands,,,00CN,Birmingham,E02001927,Birmingham 101,E01008924,Birmingham 101A,00CNFC0012,00CNFC0012,,124,63,33,24,4,0
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008927,Birmingham 102D,00CNFC0013,00CNFC0013,,146,34,58,43,8,3
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008928,Birmingham 102E,00CNFC0014,00CNFC0014,,143,16,56,51,20,0
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008929,Birmingham 106C,00CNFC0015,00CNFC0015,,110,14,34,38,18,6
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008928,Birmingham 102E,00CNFC0016,00CNFC0016,,134,26,37,53,18,0
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008926,Birmingham 106B,00CNFC0017,00CNFC0017,,134,19,30,46,36,3
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008927,Birmingham 102D,00CNFC0018,00CNFC0018,,120,21,42,41,16,0
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008929,Birmingham 106C,00CNFC0019,00CNFC0019,,105,19,31,45,10,0
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008930,Birmingham 106D,00CNFC0020,00CNFC0020,,106,26,35,28,14,3
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008930,Birmingham 106D,00CNFC0021,00CNFC0021,,113,45,41,20,7,0
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008930,Birmingham 106D,00CNFC0022,00CNFC0022,,98,12,38,25,20,3
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008930,Birmingham 106D,00CNFC0023,00CNFC0023,,100,17,31,27,20,5
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008930,Birmingham 106D,00CNFC0024,00CNFC0024,,94,15,31,30,15,3
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008930,Birmingham 106D,00CNFC0025,00CNFC0025,,87,13,24,35,15,0
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008930,Birmingham 106D,00CNFC0026,00CNFC0026,,73,13,24,20,16,0
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008921,Birmingham 094C,00CNFC0027,00CNFC0027,,125,55,42,20,8,0
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008931,Birmingham 094D,00CNFC0028,00CNFC0028,,137,19,45,57,13,3
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008931,Birmingham 094D,00CNFC0029,00CNFC0029,,131,20,48,41,22,0
F,West Midlands,,,00CN,Birmingham,E02001921,Birmingham 095,E01008919,Birmingham 095A,00CNFC0030,00CNFC0030,,126,58,44,18,6,0
F,West Midlands,,,00CN,Birmingham,E02001921,Birmingham 095,E01008919,Birmingham 095A,00CNFC0031,00CNFC0031,,107,38,38,22,6,3
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008931,Birmingham 094D,00CNFC0032,00CNFC0032,,106,22,42,30,12,0
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008931,Birmingham 094D,00CNFC0033,00CNFC0033,,131,19,45,50,14,3
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008921,Birmingham 094C,00CNFC0034,00CNFC0034,,122,20,59,30,10,3
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008931,Birmingham 094D,00CNFC0035,00CNFC0035,,141,27,50,48,16,0
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008918,Birmingham 094A,00CNFC0036,00CNFC0036,,135,20,54,41,16,4
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008918,Birmingham 094A,00CNFC0037,00CNFC0037,,129,20,39,49,17,4
F,West Midlands,,,00CN,Birmingham,E02001921,Birmingham 095,E01008919,Birmingham 095A,00CNFC0038,00CNFC0038,,132,21,35,53,18,5
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008917,Birmingham 102A,00CNFC0039,00CNFC0039,,111,19,39,38,12,3
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008918,Birmingham 094A,00CNFC0040,00CNFC0040,,125,26,34,39,22,4
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008918,Birmingham 094A,00CNFC0041,00CNFC0041,,110,10,38,49,13,0
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008921,Birmingham 094C,00CNFC0042,00CNFC0042,,109,17,47,34,11,0
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008922,Birmingham 106A,00CNFC0043,00CNFC0043,,118,20,50,28,20,0
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008918,Birmingham 094A,00CNFC0044,00CNFC0044,,123,16,43,40,21,3
F,West Midlands,,,00CN,Birmingham,E02001921,Birmingham 095,E01008919,Birmingham 095A,00CNFC0045,00CNFC0045,,156,11,50,59,29,7
F,West Midlands,,,00CN,Birmingham,E02001927,Birmingham 101,E01008924,Birmingham 101A,00CNFC0046,00CNFC0046,,130,20,36,62,12,0
F,West Midlands,,,00CN,Birmingham,E02001921,Birmingham 095,E01008919,Birmingham 095A,00CNFC0047,00CNFC0047,,121,15,42,42,17,5
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008920,Birmingham 094B,00CNFC0048,00CNFC0048,,137,37,53,38,9,0
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008917,Birmingham 102A,00CNFC0049,00CNFC0049,,131,48,53,22,5,3
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008920,Birmingham 094B,00CNFC0050,00CNFC0050,,134,47,43,35,6,3
F,West Midlands,,,00CN,Birmingham,E02001927,Birmingham 101,E01008924,Birmingham 101A,00CNFC0051,00CNFC0051,,134,25,36,40,29,4
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008923,Birmingham 102B,00CNFC0052,00CNFC0052,,131,30,36,39,23,3
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008920,Birmingham 094B,00CNFC0053,00CNFC0053,,123,49,43,22,6,3
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008926,Birmingham 106B,00CNFC0054,00CNFC0054,,115,13,24,41,29,8
F,West Midlands,,,00CN,Birmingham,E02001920,Birmingham 094,E01008920,Birmingham 094B,00CNFC0055,00CNFC0055,,154,27,49,52,23,3
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008922,Birmingham 106A,00CNFC0056,00CNFC0056,,117,12,34,40,27,4
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008925,Birmingham 102C,00CNFC0057,00CNFC0057,,126,43,44,27,12,0
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008925,Birmingham 102C,00CNFC0058,00CNFC0058,,128,44,56,24,4,0
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008923,Birmingham 102B,00CNFC0059,00CNFC0059,,129,10,34,49,33,3
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008926,Birmingham 106B,00CNFC0060,00CNFC0060,,130,27,51,36,13,3
F,West Midlands,,,00CN,Birmingham,E02001927,Birmingham 101,E01008924,Birmingham 101A,00CNFC0061,00CNFC0061,,132,20,42,49,14,7
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008922,Birmingham 106A,00CNFC0062,00CNFC0062,,129,18,60,31,17,3
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008926,Birmingham 106B,00CNFC0063,00CNFC0063,,118,13,43,54,8,0
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008925,Birmingham 102C,00CNFC0064,00CNFC0064,,128,44,55,24,5,0
F,West Midlands,,,00CN,Birmingham,E02001927,Birmingham 101,E01008924,Birmingham 101A,00CNFC0065,00CNFC0065,,129,35,45,41,8,0
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008922,Birmingham 106A,00CNFC0066,00CNFC0066,,126,19,42,34,28,3
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008927,Birmingham 102D,00CNFC0067,00CNFC0067,,137,13,29,51,39,5
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008922,Birmingham 106A,00CNFC0068,00CNFC0068,,127,13,46,45,20,3
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008926,Birmingham 106B,00CNFC0069,00CNFC0069,,123,34,39,40,10,0
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008927,Birmingham 102D,00CNFC0070,00CNFC0070,,128,20,44,46,15,3
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008922,Birmingham 106A,00CNFC0071,00CNFC0071,,127,19,49,42,17,0
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008927,Birmingham 102D,00CNFC0072,00CNFC0072,,139,25,43,48,18,5
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008923,Birmingham 102B,00CNFC0073,00CNFC0073,,125,12,31,39,34,9
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008923,Birmingham 102B,00CNFC0074,00CNFC0074,,131,9,39,54,26,3
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008928,Birmingham 102E,00CNFC0075,00CNFC0075,,123,15,30,59,19,0
F,West Midlands,,,00CN,Birmingham,E02001928,Birmingham 102,E01008928,Birmingham 102E,00CNFC0076,00CNFC0076,,134,12,42,43,29,8
F,West Midlands,,,00CN,Birmingham,E02001932,Birmingham 106,E01008929,Birmingham 106C,00CNFC0077,00CNFC0077,,133,20,38,49,23,3
F,West Midlands,,,00CN,Birmingham,E02001931,Birmingham 105,E01008934,Birmingham 105B,00CNFD0001,00CNFD0001,,119,50,37,29,3,0
F,West Midlands,,,00CN,Birmingham,E02001931,Birmingham 105,E01008934,Birmingham 105B,00CNFD0002,00CNFD0002,,98,37,35,20,6,0
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008937,Birmingham 115A,00CNFD0003,00CNFD0003,,151,54,49,37,11,0
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008938,Birmingham 111D,00CNFD0004,00CNFD0004,,125,13,35,44,24,9
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008941,Birmingham 115C,00CNFD0005,00CNFD0005,,128,13,24,42,37,12
F,West Midlands,,,00CN,Birmingham,E02001943,Birmingham 117,E01008942,Birmingham 117A,00CNFD0006,00CNFD0006,,124,19,44,45,12,4
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008944,Birmingham 115D,00CNFD0007,00CNFD0007,,129,27,31,39,23,9
F,West Midlands,,,00CN,Birmingham,E02001943,Birmingham 117,E01008943,Birmingham 117B,00CNFD0008,00CNFD0008,,128,17,31,47,26,7
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008939,Birmingham 111E,00CNFD0009,00CNFD0009,,145,9,42,62,25,7
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008944,Birmingham 115D,00CNFD0010,00CNFD0010,,119,12,39,36,27,5
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008945,Birmingham 122A,00CNFD0011,00CNFD0011,,122,26,27,45,20,4
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008940,Birmingham 115B,00CNFD0012,00CNFD0012,,128,18,38,29,32,11
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008940,Birmingham 115B,00CNFD0013,00CNFD0013,,125,23,34,35,26,7
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008940,Birmingham 115B,00CNFD0014,00CNFD0014,,121,11,32,44,26,8
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008940,Birmingham 115B,00CNFD0015,00CNFD0015,,116,12,30,40,20,14
F,West Midlands,,,00CN,Birmingham,E02001943,Birmingham 117,E01008942,Birmingham 117A,00CNFD0016,00CNFD0016,,117,14,32,42,18,11
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008945,Birmingham 122A,00CNFD0017,00CNFD0017,,129,33,38,39,16,3
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008944,Birmingham 115D,00CNFD0018,00CNFD0018,,131,33,35,35,25,3
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008944,Birmingham 115D,00CNFD0019,00CNFD0019,,120,14,37,42,22,5
F,West Midlands,,,00CN,Birmingham,E02001943,Birmingham 117,E01008943,Birmingham 117B,00CNFD0020,00CNFD0020,,139,19,47,44,24,5
F,West Midlands,,,00CN,Birmingham,E02001943,Birmingham 117,E01008942,Birmingham 117A,00CNFD0021,00CNFD0021,,129,15,39,47,21,7
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008944,Birmingham 115D,00CNFD0022,00CNFD0022,,124,32,34,31,20,7
F,West Midlands,,,00CN,Birmingham,E02001943,Birmingham 117,E01008943,Birmingham 117B,00CNFD0023,00CNFD0023,,137,14,50,41,26,6
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008944,Birmingham 115D,00CNFD0024,00CNFD0024,,124,53,46,18,4,3
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008945,Birmingham 122A,00CNFD0025,00CNFD0025,,125,17,38,41,17,12
F,West Midlands,,,00CN,Birmingham,E02001943,Birmingham 117,E01008943,Birmingham 117B,00CNFD0026,00CNFD0026,,135,22,41,38,28,6
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008945,Birmingham 122A,00CNFD0027,00CNFD0027,,130,21,33,38,27,11
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008947,Birmingham 122C,00CNFD0028,00CNFD0028,,143,27,52,36,25,3
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008946,Birmingham 122B,00CNFD0029,00CNFD0029,,131,26,43,44,18,0
F,West Midlands,,,00CN,Birmingham,E02001943,Birmingham 117,E01008942,Birmingham 117A,00CNFD0030,00CNFD0030,,124,17,34,32,32,9
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008945,Birmingham 122A,00CNFD0031,00CNFD0031,,124,18,35,38,27,6
F,West Midlands,,,00CN,Birmingham,E02001943,Birmingham 117,E01008942,Birmingham 117A,00CNFD0032,00CNFD0032,,123,12,40,33,30,8
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008948,Birmingham 122D,00CNFD0033,00CNFD0033,,109,19,35,38,13,4
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008947,Birmingham 122C,00CNFD0034,00CNFD0034,,138,35,47,34,19,3
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008947,Birmingham 122C,00CNFD0035,00CNFD0035,,133,40,35,41,14,3
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008948,Birmingham 122D,00CNFD0036,00CNFD0036,,117,27,45,33,9,3
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008946,Birmingham 122B,00CNFD0037,00CNFD0037,,150,15,39,48,32,16
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008946,Birmingham 122B,00CNFD0038,00CNFD0038,,127,10,32,45,30,10
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008947,Birmingham 122C,00CNFD0039,00CNFD0039,,127,36,51,33,7,0
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008948,Birmingham 122D,00CNFD0040,00CNFD0040,,126,30,45,35,13,3
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008946,Birmingham 122B,00CNFD0041,00CNFD0041,,123,26,46,29,19,3
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008946,Birmingham 122B,00CNFD0042,00CNFD0042,,108,12,38,40,15,3
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008949,Birmingham 122E,00CNFD0043,00CNFD0043,,116,25,51,27,13,0
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008949,Birmingham 122E,00CNFD0044,00CNFD0044,,131,53,56,17,5,0
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008948,Birmingham 122D,00CNFD0045,00CNFD0045,,146,37,51,42,13,3
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008948,Birmingham 122D,00CNFD0046,00CNFD0046,,133,32,50,42,9,0
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008949,Birmingham 122E,00CNFD0047,00CNFD0047,,131,32,60,30,9,0
F,West Midlands,,,00CN,Birmingham,E02001948,Birmingham 122,E01008949,Birmingham 122E,00CNFD0048,00CNFD0048,,136,42,47,36,8,3
F,West Midlands,,,00CN,Birmingham,E02001931,Birmingham 105,E01008933,Birmingham 105A,00CNFD0049,00CNFD0049,,139,49,47,30,13,0
F,West Midlands,,,00CN,Birmingham,E02001931,Birmingham 105,E01008933,Birmingham 105A,00CNFD0050,00CNFD0050,,137,30,34,41,23,9
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008932,Birmingham 111A,00CNFD0051,00CNFD0051,,124,27,34,29,22,12
F,West Midlands,,,00CN,Birmingham,E02001931,Birmingham 105,E01008933,Birmingham 105A,00CNFD0052,00CNFD0052,,131,53,40,29,9,0
F,West Midlands,,,00CN,Birmingham,E02001931,Birmingham 105,E01008934,Birmingham 105B,00CNFD0053,00CNFD0053,,125,28,38,43,13,3
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008932,Birmingham 111A,00CNFD0054,00CNFD0054,,141,19,30,66,22,4
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008932,Birmingham 111A,00CNFD0055,00CNFD0055,,119,29,37,29,24,0
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008932,Birmingham 111A,00CNFD0056,00CNFD0056,,139,20,38,41,29,11
F,West Midlands,,,00CN,Birmingham,E02001931,Birmingham 105,E01008934,Birmingham 105B,00CNFD0057,00CNFD0057,,105,35,39,25,6,0
F,West Midlands,,,00CN,Birmingham,E02001931,Birmingham 105,E01008933,Birmingham 105A,00CNFD0058,00CNFD0058,,145,20,34,50,31,10
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008936,Birmingham 111C,00CNFD0059,00CNFD0059,,145,20,43,50,27,5
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008932,Birmingham 111A,00CNFD0060,00CNFD0060,,131,17,25,56,30,3
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008936,Birmingham 111C,00CNFD0061,00CNFD0061,,125,43,45,31,6,0
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008936,Birmingham 111C,00CNFD0062,00CNFD0062,,119,51,36,26,6,0
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008935,Birmingham 111B,00CNFD0063,00CNFD0063,,121,15,27,44,29,6
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008936,Birmingham 111C,00CNFD0064,00CNFD0064,,139,14,37,48,36,4
F,West Midlands,,,00CN,Birmingham,E02001931,Birmingham 105,E01008934,Birmingham 105B,00CNFD0065,00CNFD0065,,107,37,38,26,6,0
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008936,Birmingham 111C,00CNFD0066,00CNFD0066,,135,39,42,43,8,3
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008935,Birmingham 111B,00CNFD0067,00CNFD0067,,113,15,47,42,9,0
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008937,Birmingham 115A,00CNFD0068,00CNFD0068,,115,18,42,33,19,3
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008935,Birmingham 111B,00CNFD0069,00CNFD0069,,137,16,38,34,38,11
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008938,Birmingham 111D,00CNFD0070,00CNFD0070,,119,10,37,23,38,11
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008937,Birmingham 115A,00CNFD0071,00CNFD0071,,120,14,31,30,35,10
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008938,Birmingham 111D,00CNFD0072,00CNFD0072,,122,13,33,29,41,6
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008935,Birmingham 111B,00CNFD0073,00CNFD0073,,134,12,48,45,26,3
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008935,Birmingham 111B,00CNFD0074,00CNFD0074,,127,21,29,38,32,7
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008938,Birmingham 111D,00CNFD0075,00CNFD0075,,114,16,26,33,29,10
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008938,Birmingham 111D,00CNFD0076,00CNFD0076,,113,14,26,34,29,10
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008937,Birmingham 115A,00CNFD0077,00CNFD0077,,139,17,35,44,32,11
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008939,Birmingham 111E,00CNFD0078,00CNFD0078,,119,19,49,25,21,5
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008937,Birmingham 115A,00CNFD0079,00CNFD0079,,98,5,20,58,15,0
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008939,Birmingham 111E,00CNFD0080,00CNFD0080,,95,8,28,39,20,0
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008939,Birmingham 111E,00CNFD0081,00CNFD0081,,128,19,44,33,21,11
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008941,Birmingham 115C,00CNFD0082,00CNFD0082,,128,25,35,46,19,3
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008941,Birmingham 115C,00CNFD0083,00CNFD0083,,110,8,27,30,30,15
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008940,Birmingham 115B,00CNFD0084,00CNFD0084,,103,21,30,28,21,3
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008941,Birmingham 115C,00CNFD0085,00CNFD0085,,106,15,17,35,26,13
F,West Midlands,,,00CN,Birmingham,E02001937,Birmingham 111,E01008939,Birmingham 111E,00CNFD0086,00CNFD0086,,117,18,40,28,24,7
F,West Midlands,,,00CN,Birmingham,E02001941,Birmingham 115,E01008941,Birmingham 115C,00CNFD0087,00CNFD0087,,131,18,40,34,27,12
F,West Midlands,,,00CN,Birmingham,E02001933,Birmingham 107,E01008964,Birmingham 107C,00CNFE0001,00CNFE0001,,112,8,31,54,16,3
F,West Midlands,,,00CN,Birmingham,E02001933,Birmingham 107,E01008963,Birmingham 107B,00CNFE0002,00CNFE0002,,102,16,29,26,27,4
F,West Midlands,,,00CN,Birmingham,E02001938,Birmingham 112,E01008952,Birmingham 112B,00CNFE0003,00CNFE0003,,138,59,30,29,17,3
F,West Midlands,,,00CN,Birmingham,E02001933,Birmingham 107,E01008953,Birmingham 107A,00CNFE0004,00CNFE0004,,114,44,46,21,3,0
F,West Midlands,,,00CN,Birmingham,E02001938,Birmingham 112,E01008956,Birmingham 112D,00CNFE0005,00CNFE0005,,104,49,31,19,5,0
F,West Midlands,,,00CN,Birmingham,E02001938,Birmingham 112,E01008956,Birmingham 112D,00CNFE0006,00CNFE0006,,107,27,20,38,22,0
F,West Midlands,,,00CN,Birmingham,E02001939,Birmingham 113,E01008958,Birmingham 113C,00CNFE0007,00CNFE0007,,139,30,49,44,13,3
F,West Midlands,,,00CN,Birmingham,E02001938,Birmingham 112,E01008957,Birmingham 112E,00CNFE0008,00CNFE0008,,151,46,43,34,21,7
F,West Midlands,,,00CN,Birmingham,E02001933,Birmingham 107,E01008964,Birmingham 107C,00CNFE0009,00CNFE0009,,147,35,45,46,14,7
F,West Midlands,,,00CN,Birmingham,E02001942,Birmingham 116,E01008960,Birmingham 116B,00CNFE0010,00CNFE0010,,121,61,36,17,7,0
F,West Midlands,,,00CN,Birmingham,E02001938,Birmingham 112,E01008956,Birmingham 112D,00CNFE0011,00CNFE0011,,129,63,33,29,4,0
F,West Midlands,,,00CN,Birmingham,E02001939,Birmingham 113,E01008954,Birmingham 113B,00CNFE0012,00CNFE0012,,117,53,35,23,6,0
F,West Midlands,,,00CN,Birmingham,E02001939,Birmingham 113,E01008954,Birmingham 113B,00CNFE0013,00CNFE0013,,108,27,48,26,7,0
F,West Midlands,,,00CN,Birmingham,E02001939,Birmingham 113,E01008958,Birmingham 113C,00CNFE0014,00CNFE0014,,122,23,50,35,10,4
F,West Midlands,,,00CN,Birmingham,E02001938,Birmingham 112,E01008957,Birmingham 112E,00CNFE0015,00CNFE0015,,124,36,36,31,17,4
F,West Midlands,,,00CN,Birmingham,E02001938,Birmingham 112,E01008955,Birmingham 112C,00CNFE0016,00CNFE0016,,134,39,36,42,14,3
F,West Midlands,,,00CN,Birmingham,E02001938,Birmingham 112,E01008957,Birmingham 112E,00CNFE0017,00CNFE0017,,120,56,30,25,9,0
F,West Midlands,,,00CN,Birmingham,E02001939,Birmingham 113,E01008954,Birmingham 113B,00CNFE0018,00CNFE0018,,122,18,49,39,16,0
F,West Midlands,,,00CN,Birmingham,E02001938,Birmingham 112,E01008956,Birmingham 112D,00CNFE0019,00CNFE0019,,128,52,29,31,13,3
F,West Midlands,,,00CN,Birmingham,E02001939,Birmingham 113,E01008958,Birmingham 113C,00CNFE0020,00CNFE0020,,126,22,49,43,12,0
