GOR_CODE,GOR_NAME,CTY_CODE,CTY_NAME,LA_CODE,LA_NAME,MSOA_CODE,MSOA_NAME,LSOA_CODE,LSOA_NAME,OA_CODE,OA_NAME,AREA_METADATA,DATA_VALUE All,DATA_VALUE NoC,DATA_VALUE 1,DATA_VALUE 2,DATA_VALUE 3,DATA_VALUE 4
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009416,Birmingham 003A,00CNGL0016,00CNGL0016,,61,22,19,15,5,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009420,Birmingham 003B,00CNGL0017,00CNGL0017,,141,36,61,38,6,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009416,Birmingham 003A,00CNGL0018,00CNGL0018,,132,67,42,20,3,0
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009415,Birmingham 002A,00CNGL0019,00CNGL0019,,134,45,35,46,8,0
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009423,Birmingham 002C,00CNGL0020,00CNGL0020,,118,19,43,43,13,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009420,Birmingham 003B,00CNGL0021,00CNGL0021,,131,56,45,20,7,3
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009416,Birmingham 003A,00CNGL0022,00CNGL0022,,129,60,38,24,7,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009420,Birmingham 003B,00CNGL0023,00CNGL0023,,133,54,51,25,3,0
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009425,Birmingham 002D,00CNGL0024,00CNGL0024,,120,31,45,37,7,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009421,Birmingham 004A,00CNGL0025,00CNGL0025,,118,48,42,25,3,0
F,West Midlands,,,00CN,Birmingham,E02001827,Birmingham 001,E01009417,Birmingham 001A,00CNGL0026,00CNGL0026,,124,58,40,22,4,0
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009423,Birmingham 002C,00CNGL0027,00CNGL0027,,124,28,30,42,18,6
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009422,Birmingham 002B,00CNGL0028,00CNGL0028,,135,56,44,26,9,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009416,Birmingham 003A,00CNGL0029,00CNGL0029,,116,82,27,7,0,0
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009425,Birmingham 002D,00CNGL0030,00CNGL0030,,105,26,38,29,9,3
F,West Midlands,,,00CN,Birmingham,E02001827,Birmingham 001,E01009417,Birmingham 001A,00CNGL0031,00CNGL0031,,97,10,32,47,8,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009421,Birmingham 004A,00CNGL0032,00CNGL0032,,122,40,48,29,5,0
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009423,Birmingham 002C,00CNGL0033,00CNGL0033,,131,22,43,46,17,3
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009420,Birmingham 003B,00CNGL0034,00CNGL0034,,117,47,43,19,5,3
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009425,Birmingham 002D,00CNGL0035,00CNGL0035,,113,34,44,30,5,0
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009422,Birmingham 002B,00CNGL0036,00CNGL0036,,136,58,47,26,5,0
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009422,Birmingham 002B,00CNGL0037,00CNGL0037,,114,19,53,42,0,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009416,Birmingham 003A,00CNGL0038,00CNGL0038,,128,70,34,19,5,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009420,Birmingham 003B,00CNGL0039,00CNGL0039,,112,25,32,41,11,3
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009422,Birmingham 002B,00CNGL0040,00CNGL0040,,138,56,53,21,5,3
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009422,Birmingham 002B,00CNGL0041,00CNGL0041,,136,57,55,21,3,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009426,Birmingham 003C,00CNGL0042,00CNGL0042,,113,41,44,24,4,0
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009423,Birmingham 002C,00CNGL0043,00CNGL0043,,125,48,40,33,4,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009426,Birmingham 003C,00CNGL0044,00CNGL0044,,124,43,43,32,6,0
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009423,Birmingham 002C,00CNGL0045,00CNGL0045,,117,21,38,53,5,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009426,Birmingham 003C,00CNGL0046,00CNGL0046,,116,44,47,18,7,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009429,Birmingham 003D,00CNGL0047,00CNGL0047,,123,55,34,28,3,3
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009425,Birmingham 002D,00CNGL0048,00CNGL0048,,127,26,51,50,0,0
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009425,Birmingham 002D,00CNGL0049,00CNGL0049,,116,43,43,23,4,3
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009429,Birmingham 003D,00CNGL0050,00CNGL0050,,114,49,37,25,3,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009431,Birmingham 003E,00CNGL0051,00CNGL0051,,120,55,45,16,4,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009426,Birmingham 003C,00CNGL0052,00CNGL0052,,119,49,42,25,3,0
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009425,Birmingham 002D,00CNGL0053,00CNGL0053,,117,52,37,25,3,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009427,Birmingham 004C,00CNGL0054,00CNGL0054,,128,46,39,40,3,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009429,Birmingham 003D,00CNGL0055,00CNGL0055,,115,47,41,24,3,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009429,Birmingham 003D,00CNGL0056,00CNGL0056,,114,43,41,25,5,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009426,Birmingham 003C,00CNGL0057,00CNGL0057,,125,34,54,34,3,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009430,Birmingham 004E,00CNGL0058,00CNGL0058,,137,59,48,24,3,3
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009431,Birmingham 003E,00CNGL0059,00CNGL0059,,116,37,38,37,4,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009429,Birmingham 003D,00CNGL0060,00CNGL0060,,119,53,48,15,3,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009431,Birmingham 003E,00CNGL0061,00CNGL0061,,115,44,44,22,5,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009427,Birmingham 004C,00CNGL0062,00CNGL0062,,131,57,52,19,3,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009431,Birmingham 003E,00CNGL0063,00CNGL0063,,119,40,52,22,5,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009427,Birmingham 004C,00CNGL0064,00CNGL0064,,99,29,33,28,5,4
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009427,Birmingham 004C,00CNGL0065,00CNGL0065,,108,42,40,14,12,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009428,Birmingham 004D,00CNGL0066,00CNGL0066,,124,55,44,22,3,0
F,West Midlands,,,00CN,Birmingham,E02001829,Birmingham 003,E01009431,Birmingham 003E,00CNGL0067,00CNGL0067,,124,65,44,12,3,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009427,Birmingham 004C,00CNGL0068,00CNGL0068,,113,42,45,21,5,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009428,Birmingham 004D,00CNGL0069,00CNGL0069,,130,57,51,19,3,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009430,Birmingham 004E,00CNGL0070,00CNGL0070,,114,62,32,20,0,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009428,Birmingham 004D,00CNGL0071,00CNGL0071,,123,73,36,11,3,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009427,Birmingham 004C,00CNGL0072,00CNGL0072,,112,33,44,24,11,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009428,Birmingham 004D,00CNGL0073,00CNGL0073,,128,57,49,19,0,3
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009430,Birmingham 004E,00CNGL0074,00CNGL0074,,121,52,46,20,3,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009428,Birmingham 004D,00CNGL0075,00CNGL0075,,121,50,41,26,4,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009424,Birmingham 004B,00CNGL0076,00CNGL0076,,111,55,29,24,3,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009424,Birmingham 004B,00CNGL0077,00CNGL0077,,121,50,38,18,12,3
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009432,Birmingham 006A,00CNGL0078,00CNGL0078,,122,49,45,24,4,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009430,Birmingham 004E,00CNGL0079,00CNGL0079,,123,44,34,38,7,0
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009432,Birmingham 006A,00CNGL0080,00CNGL0080,,126,47,50,24,5,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009424,Birmingham 004B,00CNGL0081,00CNGL0081,,130,38,43,39,10,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009424,Birmingham 004B,00CNGL0082,00CNGL0082,,128,61,36,18,13,0
F,West Midlands,,,00CN,Birmingham,E02001830,Birmingham 004,E01009424,Birmingham 004B,00CNGL0083,00CNGL0083,,134,66,30,22,10,6
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009432,Birmingham 006A,00CNGL0084,00CNGL0084,,136,15,34,49,27,11
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009432,Birmingham 006A,00CNGL0085,00CNGL0085,,125,53,45,20,7,0
F,West Midlands,,,00CN,Birmingham,E02001827,Birmingham 001,E01009433,Birmingham 001D,00CNGL0086,00CNGL0086,,135,49,44,42,0,0
F,West Midlands,,,00CN,Birmingham,E02001827,Birmingham 001,E01009433,Birmingham 001D,00CNGL0087,00CNGL0087,,135,69,40,23,3,0
F,West Midlands,,,00CN,Birmingham,E02001827,Birmingham 001,E01009433,Birmingham 001D,00CNGL0088,00CNGL0088,,140,68,51,18,3,0
F,West Midlands,,,00CN,Birmingham,E02001827,Birmingham 001,E01009433,Birmingham 001D,00CNGL0089,00CNGL0089,,137,78,35,18,3,3
F,West Midlands,,,00CN,Birmingham,E02001827,Birmingham 001,E01009419,Birmingham 001C,00CNGL0090,00CNGL0090,,122,44,44,30,4,0
F,West Midlands,,,00CN,Birmingham,E02001827,Birmingham 001,E01009418,Birmingham 001B,00CNGL0091,00CNGL0091,,139,54,40,35,10,0
F,West Midlands,,,00CN,Birmingham,E02001827,Birmingham 001,E01009419,Birmingham 001C,00CNGL0092,00CNGL0092,,109,23,34,40,8,4
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009415,Birmingham 002A,00CNGL0093,00CNGL0093,,125,48,53,21,3,0
F,West Midlands,,,00CN,Birmingham,E02001827,Birmingham 001,E01009419,Birmingham 001C,00CNGL0094,00CNGL0094,,118,25,36,43,14,0
F,West Midlands,,,00CN,Birmingham,E02001827,Birmingham 001,E01009419,Birmingham 001C,00CNGL0095,00CNGL0095,,113,58,34,16,5,0
F,West Midlands,,,00CN,Birmingham,E02001827,Birmingham 001,E01009418,Birmingham 001B,00CNGL0096,00CNGL0096,,132,42,51,36,3,0
F,West Midlands,,,00CN,Birmingham,E02001828,Birmingham 002,E01009415,Birmingham 002A,00CNGL0097,00CNGL0097,,127,63,40,21,3,0
F,West Midlands,,,00CN,Birmingham,E02001827,Birmingham 001,E01009419,Birmingham 001C,00CNGL0098,00CNGL0098,,103,31,43,21,8,0
F,West Midlands,,,00CN,Birmingham,E02001827,Birmingham 001,E01009418,Birmingham 001B,00CNGL0099,00CNGL0099,,119,37,41,33,8,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009451,Birmingham 009B,00CNGM0001,00CNGM0001,,136,39,39,35,17,6
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009435,Birmingham 006B,00CNGM0002,00CNGM0002,,113,81,28,4,0,0
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009435,Birmingham 006B,00CNGM0003,00CNGM0003,,120,67,33,15,5,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009440,Birmingham 012D,00CNGM0004,00CNGM0004,,131,45,49,33,4,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009441,Birmingham 021B,00CNGM0005,00CNGM0005,,122,33,56,20,10,3
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009448,Birmingham 005D,00CNGM0006,00CNGM0006,,147,41,49,33,21,3
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009446,Birmingham 005B,00CNGM0007,00CNGM0007,,132,61,42,22,7,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009450,Birmingham 012E,00CNGM0008,00CNGM0008,,131,37,52,36,6,0
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009452,Birmingham 005E,00CNGM0009,00CNGM0009,,119,41,43,27,8,0
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009454,Birmingham 006E,00CNGM0010,00CNGM0010,,121,57,35,26,3,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009449,Birmingham 009A,00CNGM0011,00CNGM0011,,154,51,51,38,11,3
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009455,Birmingham 005F,00CNGM0012,00CNGM0012,,113,46,39,25,3,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009451,Birmingham 009B,00CNGM0013,00CNGM0013,,119,53,30,22,11,3
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009449,Birmingham 009A,00CNGM0014,00CNGM0014,,135,50,53,27,5,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009451,Birmingham 009B,00CNGM0015,00CNGM0015,,147,39,55,29,15,9
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009450,Birmingham 012E,00CNGM0016,00CNGM0016,,114,39,38,25,12,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009449,Birmingham 009A,00CNGM0017,00CNGM0017,,129,21,43,52,13,0
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009452,Birmingham 005E,00CNGM0018,00CNGM0018,,121,34,41,34,9,3
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009435,Birmingham 006B,00CNGM0019,00CNGM0019,,123,78,28,17,0,0
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009452,Birmingham 005E,00CNGM0020,00CNGM0020,,131,53,46,23,9,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009451,Birmingham 009B,00CNGM0021,00CNGM0021,,129,27,42,44,16,0
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009455,Birmingham 005F,00CNGM0022,00CNGM0022,,108,44,42,18,4,0
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009454,Birmingham 006E,00CNGM0023,00CNGM0023,,128,39,50,31,8,0
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009455,Birmingham 005F,00CNGM0024,00CNGM0024,,111,32,36,31,12,0
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009454,Birmingham 006E,00CNGM0025,00CNGM0025,,131,65,45,18,3,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009451,Birmingham 009B,00CNGM0026,00CNGM0026,,122,53,34,18,14,3
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009450,Birmingham 012E,00CNGM0027,00CNGM0027,,74,35,26,13,0,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009450,Birmingham 012E,00CNGM0028,00CNGM0028,,134,37,62,24,11,0
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009455,Birmingham 005F,00CNGM0029,00CNGM0029,,145,20,55,40,24,6
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009453,Birmingham 009C,00CNGM0030,00CNGM0030,,118,34,37,27,17,3
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009435,Birmingham 006B,00CNGM0031,00CNGM0031,,126,59,44,17,3,3
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009453,Birmingham 009C,00CNGM0032,00CNGM0032,,137,66,38,23,7,3
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009454,Birmingham 006E,00CNGM0033,00CNGM0033,,130,74,39,14,3,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009449,Birmingham 009A,00CNGM0034,00CNGM0034,,139,55,47,28,9,0
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009435,Birmingham 006B,00CNGM0035,00CNGM0035,,122,67,27,25,3,0
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009454,Birmingham 006E,00CNGM0036,00CNGM0036,,129,77,42,10,0,0
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009455,Birmingham 005F,00CNGM0037,00CNGM0037,,105,23,29,34,19,0
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009455,Birmingham 005F,00CNGM0038,00CNGM0038,,119,13,43,48,15,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009453,Birmingham 009C,00CNGM0039,00CNGM0039,,121,48,38,26,9,0
F,West Midlands,,,00CN,Birmingham,E02001835,Birmingham 009,E01009453,Birmingham 009C,00CNGM0040,00CNGM0040,,144,58,48,30,8,0
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009437,Birmingham 006C,00CNGM0041,00CNGM0041,,126,54,47,17,5,3
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009434,Birmingham 012A,00CNGM0042,00CNGM0042,,114,52,38,17,7,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009434,Birmingham 012A,00CNGM0043,00CNGM0043,,120,70,33,14,3,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009434,Birmingham 012A,00CNGM0044,00CNGM0044,,144,58,53,26,7,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009434,Birmingham 012A,00CNGM0045,00CNGM0045,,119,69,35,12,3,0
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009437,Birmingham 006C,00CNGM0046,00CNGM0046,,139,67,50,18,4,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009434,Birmingham 012A,00CNGM0047,00CNGM0047,,114,65,37,9,3,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009436,Birmingham 012B,00CNGM0048,00CNGM0048,,133,56,59,15,3,0
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009437,Birmingham 006C,00CNGM0049,00CNGM0049,,100,22,34,39,5,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009436,Birmingham 012B,00CNGM0050,00CNGM0050,,130,66,38,22,4,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009438,Birmingham 012C,00CNGM0051,00CNGM0051,,123,67,36,17,3,0
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009437,Birmingham 006C,00CNGM0052,00CNGM0052,,135,32,39,57,7,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009436,Birmingham 012B,00CNGM0053,00CNGM0053,,134,53,43,35,3,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009438,Birmingham 012C,00CNGM0054,00CNGM0054,,114,53,42,19,0,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009439,Birmingham 021A,00CNGM0055,00CNGM0055,,111,39,48,21,3,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009438,Birmingham 012C,00CNGM0056,00CNGM0056,,121,67,33,18,3,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009436,Birmingham 012B,00CNGM0057,00CNGM0057,,127,65,44,13,5,0
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009437,Birmingham 006C,00CNGM0058,00CNGM0058,,132,39,51,35,7,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009440,Birmingham 012D,00CNGM0059,00CNGM0059,,130,42,49,36,3,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009438,Birmingham 012C,00CNGM0060,00CNGM0060,,127,80,28,14,5,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009438,Birmingham 012C,00CNGM0061,00CNGM0061,,122,61,34,22,5,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009439,Birmingham 021A,00CNGM0062,00CNGM0062,,128,44,47,30,7,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009440,Birmingham 012D,00CNGM0063,00CNGM0063,,112,51,37,20,4,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009440,Birmingham 012D,00CNGM0064,00CNGM0064,,123,64,37,17,5,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009439,Birmingham 021A,00CNGM0065,00CNGM0065,,121,27,51,33,10,0
F,West Midlands,,,00CN,Birmingham,E02001838,Birmingham 012,E01009440,Birmingham 012D,00CNGM0066,00CNGM0066,,117,40,45,29,3,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009443,Birmingham 021D,00CNGM0067,00CNGM0067,,134,50,49,30,5,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009442,Birmingham 021C,00CNGM0068,00CNGM0068,,113,38,45,25,5,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009442,Birmingham 021C,00CNGM0069,00CNGM0069,,126,34,35,40,17,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009443,Birmingham 021D,00CNGM0070,00CNGM0070,,133,59,52,18,4,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009441,Birmingham 021B,00CNGM0071,00CNGM0071,,124,21,38,34,31,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009442,Birmingham 021C,00CNGM0072,00CNGM0072,,125,42,40,40,3,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009443,Birmingham 021D,00CNGM0073,00CNGM0073,,131,62,52,17,0,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009443,Birmingham 021D,00CNGM0074,00CNGM0074,,139,57,49,28,5,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009441,Birmingham 021B,00CNGM0075,00CNGM0075,,135,33,46,40,16,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009442,Birmingham 021C,00CNGM0076,00CNGM0076,,127,31,46,40,10,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009439,Birmingham 021A,00CNGM0077,00CNGM0077,,124,50,41,27,6,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009441,Birmingham 021B,00CNGM0078,00CNGM0078,,113,15,38,34,23,3
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009439,Birmingham 021A,00CNGM0079,00CNGM0079,,120,33,45,37,5,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009442,Birmingham 021C,00CNGM0080,00CNGM0080,,119,21,48,44,6,0
F,West Midlands,,,00CN,Birmingham,E02001847,Birmingham 021,E01009441,Birmingham 021B,00CNGM0081,00CNGM0081,,123,18,35,56,11,3
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009444,Birmingham 006D,00CNGM0082,00CNGM0082,,133,39,52,38,4,0
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009446,Birmingham 005B,00CNGM0083,00CNGM0083,,112,25,35,32,17,3
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009446,Birmingham 005B,00CNGM0084,00CNGM0084,,116,44,44,21,7,0
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009444,Birmingham 006D,00CNGM0085,00CNGM0085,,119,23,50,42,4,0
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009446,Birmingham 005B,00CNGM0086,00CNGM0086,,127,49,49,20,9,0
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009444,Birmingham 006D,00CNGM0087,00CNGM0087,,118,54,31,28,5,0
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009446,Birmingham 005B,00CNGM0088,00CNGM0088,,108,13,18,54,20,3
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009444,Birmingham 006D,00CNGM0089,00CNGM0089,,121,51,41,26,3,0
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009447,Birmingham 005C,00CNGM0090,00CNGM0090,,113,44,40,23,6,0
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009445,Birmingham 005A,00CNGM0091,00CNGM0091,,119,33,43,25,18,0
F,West Midlands,,,00CN,Birmingham,E02001832,Birmingham 006,E01009444,Birmingham 006D,00CNGM0092,00CNGM0092,,116,51,39,19,7,0
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009445,Birmingham 005A,00CNGM0093,00CNGM0093,,131,7,44,48,24,8
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009446,Birmingham 005B,00CNGM0094,00CNGM0094,,116,49,44,20,3,0
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009445,Birmingham 005A,00CNGM0095,00CNGM0095,,134,14,37,39,36,8
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009448,Birmingham 005D,00CNGM0096,00CNGM0096,,125,13,43,35,30,4
F,West Midlands,,,00CN,Birmingham,E02001831,Birmingham 005,E01009447,Birmingham 005C,00CNGM0097,00CNGM0097,,130,54,45,27,4,0
